Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),配件尺寸 (product.metafields.shopify.accessory-size),刀刃材质 (product.metafields.shopify.blade-material),刷子材质 (product.metafields.shopify.brush-material),清洁说明 (product.metafields.shopify.cleaning-instructions),清洁表面 (product.metafields.shopify.cleaning-surfaces),包括咖啡/茶具 (product.metafields.shopify.coffee-tea-set-pieces-included),颜色 (product.metafields.shopify.color-pattern),兼容的炉灶类型 (product.metafields.shopify.compatible-stove-top-type),炊具/烘焙用具材质 (product.metafields.shopify.cookware-bakeware-material),装饰品材质 (product.metafields.shopify.decoration-material),显示屏技术 (product.metafields.shopify.display-technology),饮具材质 (product.metafields.shopify.drinkware-material),干/湿洗 (product.metafields.shopify.dry-wet-cleaning),边缘样式 (product.metafields.shopify.edge-type),扁平餐具材质 (product.metafields.shopify.flatware-material),食品保鲜袋材质 (product.metafields.shopify.food-storage-material),手柄材质 (product.metafields.shopify.handle-material),手套材质 (product.metafields.shopify.handwear-material),包含厨房/餐厅家具用品 (product.metafields.shopify.kitchen-dining-furniture-items-included),材质 (product.metafields.shopify.material),安装五金件 (product.metafields.shopify.mounting-hardware),小票/收据纸特点 (product.metafields.shopify.receipt-paper-features),形状 (product.metafields.shopify.shape),吸管/搅拌器设计 (product.metafields.shopify.straw-stirrer-design),款式 (product.metafields.shopify.style),餐具材质 (product.metafields.shopify.tableware-material),主题 (product.metafields.shopify.theme),工具/用具材质 (product.metafields.shopify.tool-utensil-material),花瓶形状 (product.metafields.shopify.vase-shape),互补产品 (product.metafields.shopify--discovery--product_recommendation.complementary_products),相关产品 (product.metafields.shopify--discovery--product_recommendation.related_products),相关产品设置 (product.metafields.shopify--discovery--product_recommendation.related_products_display),搜索产品提升 (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
未核对盆栽46,未核对盆栽46,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3511758660832_.pic.jpg?v=1758665920,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽45,未核对盆栽45,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3501758660831_.pic_f5a1881c-e23f-4567-a79d-4a4f4c02a18b.jpg?v=1758665901,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽44,未核对盆栽44,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3491758660829_.pic.jpg?v=1758665877,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽43,未核对盆栽43,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3481758660827_.pic.jpg?v=1758665860,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽42,未核对盆栽42,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3471758660825_.pic.jpg?v=1758665842,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽41,未核对盆栽41,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3461758660823_.pic.jpg?v=1758665825,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽40,未核对盆栽40,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3451758660822_.pic.jpg?v=1758665809,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽39,未核对盆栽39,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3441758660820_.pic.jpg?v=1758665752,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽38,未核对盆栽38,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3431758660818_.pic.jpg?v=1758665731,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽37,未核对盆栽37,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3421758660816_.pic_11448375-0a46-4f6f-801c-1ddea66c04f9.jpg?v=1758665714,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽36,未核对盆栽36,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3411758660815_.pic.jpg?v=1758665689,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽35,未核对盆栽35,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3391758660811_.pic.jpg?v=1758665636,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽34,未核对盆栽34,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3381758660809_.pic.jpg?v=1758665619,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽33,未核对盆栽33,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3371758660807_.pic.jpg?v=1758665601,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽32,未核对盆栽32,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3361758660806_.pic.jpg?v=1758665583,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽31,未核对盆栽31,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3351758660804_.pic.jpg?v=1758665567,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽30,未核对盆栽30,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3331758660800_.pic.jpg?v=1758665547,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽30,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3341758660802_.pic.jpg?v=1758665548,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未核对盆栽29,未核对盆栽29,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3321758660799_.pic.jpg?v=1758665523,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽27-副本,未核对盆栽28,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3301758660795_.pic.jpg?v=1758665504,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽27-副本,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3311758660797_.pic.jpg?v=1758665505,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未核对盆栽27,未核对盆栽27,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3291758660793_.pic.jpg?v=1758665481,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽26,未核对盆栽26,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3271758660789_.pic.jpg?v=1758665456,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽26,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3281758660791_.pic.jpg?v=1758665458,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未核对盆栽25,未核对盆栽25,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3251758660786_.pic.jpg?v=1758665434,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽25,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3261758660788_.pic.jpg?v=1758665436,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未核对盆栽24,陶瓷花盆｜漂口兰花盆,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Size,#1 16*18,,,,,,,,,0.0,shopify,10,deny,manual,27.23,,true,true,"",https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3231758660782_.pic.jpg?v=1758665412,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽24,,,,,,,,,#2 20*21,,,,,,,,,0.0,shopify,0,deny,manual,31.14,,true,true,"",https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3241758660784_.pic.jpg?v=1758665414,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
未核对盆栽24,,,,,,,,,#3 24*24,,,,,,,,,0.0,shopify,0,deny,manual,38.93,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
未核对盆栽23,未核对盆栽23,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3211758660779_.pic.jpg?v=1758665393,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽23,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3221758660780_.pic.jpg?v=1758665394,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未核对盆栽22,未核对盆栽22,"",OMECA wholesale LTD.,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3191758660775_.pic.jpg?v=1758664616,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽22,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3201758660777_.pic.jpg?v=1758665356,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未核对盆栽21,未核对盆栽21,"",OMECA wholesale LTD.,Home & Garden > Lawn & Garden > Gardening > Pots & Planters > Planters,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3171758660771_.pic.jpg?v=1758664305,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽21,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3181758660773_.pic.jpg?v=1758664307,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未核对盆栽20,未核对盆栽20,"",OMECA wholesale LTD.,Home & Garden > Lawn & Garden > Gardening > Pots & Planters > Planters,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3151758660768_.pic.jpg?v=1758664267,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽20,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3161758660770_.pic.jpg?v=1758664269,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未核对盆栽19,未核对盆栽19,"",OMECA wholesale LTD.,Home & Garden > Lawn & Garden > Gardening > Pots & Planters > Planters,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3131758660764_.pic.jpg?v=1758664248,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽19,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3141758660766_.pic.jpg?v=1758664250,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未核对盆栽18,未核对盆栽18,"",OMECA wholesale LTD.,Home & Garden > Lawn & Garden > Gardening > Pots & Planters > Planters,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3121758660762_.pic.jpg?v=1758664231,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽18,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3111758660761_.pic.jpg?v=1758664231,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未核对盆栽17,未核对盆栽17,"",OMECA wholesale LTD.,Home & Garden > Lawn & Garden > Gardening > Pots & Planters > Planters,"",bonsai,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,200.00,,true,true,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3091758660757_.pic.jpg?v=1758664202,1,"",false,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
未核对盆栽17,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0634/2390/5840/files/3101758660759_.pic.jpg?v=1758664205,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
